datetime,wind_speed,wind_direction ,temperature ,pressure,humidity
03/02/2015 20:00,2,256,268.353,1022,69
03/02/2015 21:00,2,256,268.353,1022,69
03/02/2015 22:00,2,256,268.353,1022,69
03/02/2015 23:00,2,251,264.628,1024,77
04/02/2015 00:00,2,251,264.628,1024,77
04/02/2015 01:00,2,251,264.628,1024,77
04/02/2015 02:00,1,227,261.525,1024,78
04/02/2015 03:00,1,227,261.525,1024,78
04/02/2015 04:00,1,227,261.525,1024,78
04/02/2015 05:00,1,203,259.159,1024,79
04/02/2015 06:00,1,203,259.159,1024,79
04/02/2015 07:00,1,203,259.159,1024,79
04/02/2015 08:00,1,196,260.94,1023,75
04/02/2015 09:00,1,196,260.94,1023,75
04/02/2015 10:00,1,196,260.94,1023,75
04/02/2015 11:00,2,198,264.101,1021,85
04/02/2015 12:00,2,198,264.101,1021,85
04/02/2015 13:00,2,198,264.101,1021,85
04/02/2015 14:00,2,198,270.092,1022,84
04/02/2015 15:00,2,198,270.092,1022,84
04/02/2015 16:00,2,222,268.89,1021,84
04/02/2015 17:00,2,228,273.824,1018,81
04/02/2015 18:00,2,229,274.0178826,1018,81
04/02/2015 19:00,2,231,274.755,1016,83
04/02/2015 20:00,2,217,275.185,1016,80
04/02/2015 21:00,2,217,275.185,1016,80
04/02/2015 22:00,2,217,275.185,1016,80
04/02/2015 23:00,2,220,271.321,1016,88
05/02/2015 00:00,2,220,271.321,1016,88
05/02/2015 01:00,2,220,271.321,1016,88
05/02/2015 02:00,2,202,270.552,1013,90
05/02/2015 03:00,2,202,270.552,1013,90
05/02/2015 04:00,2,202,270.552,1013,90
05/02/2015 05:00,2,220,272.278,1011,87
05/02/2015 06:00,2,220,272.278,1011,87
05/02/2015 07:00,2,220,272.278,1011,87
05/02/2015 08:00,2,246,272.489,1008,91
05/02/2015 09:00,2,246,272.489,1008,91
05/02/2015 10:00,2,246,272.489,1008,91
05/02/2015 11:00,2,285,272.177,1008,93
05/02/2015 12:00,2,285,272.177,1008,93
05/02/2015 13:00,2,285,272.177,1008,93
05/02/2015 14:00,4,332,269.716,1015,79
05/02/2015 15:00,4,331,270.778,1011,88
05/02/2015 16:00,4,330,270.3981777,1012,83
05/02/2015 17:00,4,328,268.995,1016,69
05/02/2015 18:00,4,327,268.6161616,1016,68
05/02/2015 19:00,4,327,267.155,1017,67
05/02/2015 20:00,5,327,267.3326839,1021,76
05/02/2015 21:00,4,327,267.155,1017,67
05/02/2015 22:00,4,328,266.5813569,1017,67
05/02/2015 23:00,4,332,264.336,1020,68
06/02/2015 00:00,4,332,264.336,1020,68
06/02/2015 01:00,4,332,264.336,1020,68
06/02/2015 02:00,3,334,262.647,1021,71
06/02/2015 03:00,3,334,262.647,1021,71
06/02/2015 04:00,3,334,262.647,1021,71
06/02/2015 05:00,2,323,260.881,1022,69
06/02/2015 06:00,2,323,260.881,1022,69
06/02/2015 07:00,2,299,259.264,1023,71
06/02/2015 08:00,2,299,259.264,1023,71
06/02/2015 09:00,2,299,259.264,1023,71
06/02/2015 10:00,2,299,259.264,1023,71
06/02/2015 11:00,1,267,257.942,1024,79
06/02/2015 12:00,1,267,257.942,1024,79
06/02/2015 13:00,1,267,257.942,1024,79
06/02/2015 14:00,2,241,262.482,1023,72
06/02/2015 15:00,2,243,262.8546856,1022,72
06/02/2015 16:00,3,262,265.27,1020,73
06/02/2015 17:00,4,260,265.2724828,1024,81
06/02/2015 18:00,3,262,265.27,1020,73
06/02/2015 19:00,3,263,265.6100306,1020,73
06/02/2015 20:00,3,269,267.489,1019,73
06/02/2015 21:00,3,269,267.505297,1019,72
06/02/2015 22:00,3,272,267.687,1019,72
06/02/2015 23:00,2,271,265.767,1020,79
07/02/2015 00:00,2,271,265.767,1020,79
07/02/2015 01:00,2,271,265.767,1020,79
07/02/2015 02:00,2,268,263.216,1021,80
07/02/2015 03:00,2,268,263.216,1021,80
07/02/2015 04:00,2,268,263.216,1021,80
07/02/2015 05:00,2,267,261.899,1020,82
07/02/2015 06:00,2,267,261.899,1020,82
07/02/2015 07:00,2,267,261.899,1020,82
07/02/2015 08:00,2,277,260.351,1020,79
07/02/2015 09:00,2,269,261.152,1020,80
07/02/2015 10:00,2,269,261.152,1020,80
07/02/2015 11:00,1,245,259.868,1021,74
07/02/2015 12:00,1,245,259.868,1021,74
07/02/2015 13:00,1,245,259.868,1021,74
07/02/2015 14:00,1,206,267.407,1021,82
07/02/2015 15:00,1,220,267.912,1020,79
07/02/2015 16:00,2,222,270.319,1018,85
07/02/2015 17:00,2,223,270.2456784,1023,89
07/02/2015 18:00,2,222,270.319,1018,85
07/02/2015 19:00,1,225,271.644,1017,83
07/02/2015 20:00,1,227,271.5259823,1021,87
07/02/2015 21:00,1,225,271.644,1017,83
07/02/2015 22:00,1,224,271.142906,1017,83
07/02/2015 23:00,1,220,267.178,1017,83
08/02/2015 00:00,1,209,267.1329588,1017,82
08/02/2015 01:00,1,143,266.839,1016,77
08/02/2015 02:00,1,144,267.7981988,1020,80
08/02/2015 03:00,1,143,266.839,1016,77
08/02/2015 04:00,1,138,267.1573507,1015,77
08/02/2015 05:00,0,114,268.557,1015,79
08/02/2015 06:00,0,107,268.5754518,1014,79
08/02/2015 07:00,1,65,268.681,1014,85
08/02/2015 08:00,1,71,269.3981373,1017,86
08/02/2015 09:00,1,65,268.681,1014,85
08/02/2015 10:00,1,62,268.658973,1014,85
08/02/2015 11:00,1,43,268.508,1014,86
08/02/2015 12:00,1,43,268.508,1014,86
08/02/2015 13:00,1,43,268.508,1014,86
08/02/2015 14:00,1,34,272.391,1013,90
08/02/2015 15:00,1,46,273.566,1012,87
08/02/2015 16:00,1,46,273.566,1012,87
08/02/2015 17:00,1,42,276.517,1011,91
08/02/2015 18:00,1,43,276.5196433,1011,91
08/02/2015 19:00,1,49,276.534,1010,95
08/02/2015 20:00,1,47,276.2500175,1014,95
08/02/2015 21:00,1,49,276.534,1010,95
08/02/2015 22:00,1,49,276.534,1010,95
08/02/2015 23:00,1,60,274.347,1011,97
09/02/2015 00:00,1,60,274.347,1011,97
09/02/2015 01:00,1,77,274.541,1012,100
09/02/2015 02:00,1,77,274.541,1012,100
09/02/2015 03:00,1,77,274.541,1012,100
09/02/2015 04:00,1,77,274.541,1012,100
09/02/2015 05:00,2,70,274.594,1011,100
09/02/2015 06:00,2,70,274.594,1011,100
09/02/2015 07:00,2,70,274.445,1011,100
09/02/2015 08:00,2,70,274.445,1011,100
09/02/2015 09:00,2,70,274.445,1011,100
09/02/2015 10:00,2,76,274.396,1011,100
09/02/2015 11:00,2,76,274.396,1011,100
09/02/2015 12:00,2,76,274.396,1011,100
09/02/2015 13:00,3,69,274.813,1011,98
09/02/2015 14:00,2,42,272.802,1013,100
09/02/2015 15:00,3,69,274.813,1011,98
09/02/2015 16:00,2,63,274.6600421,1012,97
09/02/2015 17:00,2,39,273.997,1013,97
09/02/2015 18:00,2,39,274.113674,1013,96
09/02/2015 19:00,2,41,274.683,1013,95
09/02/2015 20:00,2,41,274.6976783,1016,95
09/02/2015 21:00,2,41,274.683,1013,95
09/02/2015 22:00,2,42,274.6095301,1013,95
09/02/2015 23:00,2,44,274.327,1014,97
10/02/2015 00:00,2,44,274.327,1014,97
10/02/2015 01:00,2,44,274.327,1014,97
10/02/2015 02:00,2,43,274.148,1014,96
10/02/2015 03:00,2,43,274.148,1014,96
10/02/2015 04:00,2,43,274.148,1014,96
10/02/2015 05:00,2,31,273.788,1015,96
10/02/2015 06:00,2,31,273.788,1015,96
10/02/2015 07:00,2,31,273.788,1015,96
10/02/2015 08:00,3,26,273.238,1015,92
10/02/2015 09:00,3,26,273.238,1015,92
10/02/2015 10:00,3,26,273.238,1015,92
10/02/2015 11:00,3,27,272.371,1017,90
10/02/2015 12:00,3,27,272.371,1017,90
10/02/2015 13:00,3,27,272.371,1017,90
10/02/2015 14:00,2,19,273.049,1018,89
10/02/2015 15:00,2,19,273.049,1018,89
10/02/2015 16:00,3,16,270.952,1017,88
10/02/2015 17:00,3,18,273.636,1016,85
10/02/2015 18:00,3,18,273.636,1016,85
10/02/2015 19:00,3,18,273.636,1016,85
10/02/2015 20:00,2,18,274.41,1016,83
10/02/2015 21:00,2,18,274.41,1016,83
10/02/2015 22:00,2,18,274.41,1016,83
10/02/2015 23:00,3,20,271.691,1017,86
11/02/2015 00:00,3,19,271.3266293,1017,86
11/02/2015 01:00,3,17,269.98,1018,88
11/02/2015 02:00,3,17,269.98,1018,88
11/02/2015 03:00,3,17,269.98,1018,88
11/02/2015 04:00,3,17,269.98,1018,88
11/02/2015 05:00,2,25,268.478,1018,87
11/02/2015 06:00,2,25,268.478,1018,87
11/02/2015 07:00,2,25,268.478,1018,87
11/02/2015 08:00,3,28,266.936,1018,81
11/02/2015 09:00,3,28,266.936,1018,81
11/02/2015 10:00,3,28,266.936,1018,81
11/02/2015 11:00,2,32,265.486,1019,81
11/02/2015 12:00,2,32,265.486,1019,81
11/02/2015 13:00,2,39,268.409,1019,80
11/02/2015 14:00,2,36,268.6612305,1022,84
11/02/2015 15:00,2,30,269.211,1018,82
11/02/2015 16:00,2,30,269.5895801,1020,85
11/02/2015 17:00,2,29,270.40179,1025,92
11/02/2015 18:00,1,50,270.932,1018,78
11/02/2015 19:00,1,59,271.1421373,1017,78
11/02/2015 20:00,1,88,271.855,1014,79
11/02/2015 21:00,1,88,271.855,1014,79
11/02/2015 22:00,1,88,271.855,1014,79
11/02/2015 23:00,0,156,265.587,1014,84
12/02/2015 00:00,0,156,265.587,1014,84
12/02/2015 01:00,0,156,265.587,1014,84
12/02/2015 02:00,1,184,263.453,1013,83
12/02/2015 03:00,1,184,263.453,1013,83
12/02/2015 04:00,1,184,263.453,1013,83
12/02/2015 05:00,1,167,262.979,1011,75
12/02/2015 06:00,1,167,262.979,1011,75
12/02/2015 07:00,1,167,262.979,1011,75
12/02/2015 08:00,1,183,264.968,1010,83
12/02/2015 09:00,1,183,264.968,1010,83
12/02/2015 10:00,1,183,264.968,1010,83
12/02/2015 11:00,1,202,266.89,1008,89
12/02/2015 12:00,1,202,266.89,1008,89
12/02/2015 13:00,1,202,266.89,1008,89
12/02/2015 14:00,1,238,271.176,1007,91
12/02/2015 15:00,1,230,270.843,1007,91
12/02/2015 16:00,1,257,275.203,1004,86
12/02/2015 17:00,1,255,274.787,1004,86
12/02/2015 18:00,1,255,274.787,1004,86
12/02/2015 19:00,1,255,274.787,1004,86
12/02/2015 20:00,3,309,273.541,1004,87
12/02/2015 21:00,3,309,273.541,1004,87
12/02/2015 22:00,3,308,269.842,1007,77
12/02/2015 23:00,4,310,270.3338785,1011,82
13/02/2015 00:00,3,308,269.842,1007,77
13/02/2015 01:00,4,318,266.393,1010,75
13/02/2015 02:00,4,318,266.393,1010,75
13/02/2015 03:00,4,318,266.393,1010,75
13/02/2015 04:00,4,318,266.393,1010,75
13/02/2015 05:00,4,314,264.13,1011,68
13/02/2015 06:00,4,314,264.13,1011,68
13/02/2015 07:00,4,314,264.13,1011,68
13/02/2015 08:00,4,316,261.874,1014,69
13/02/2015 09:00,4,316,261.874,1014,69
13/02/2015 10:00,4,316,261.874,1014,69
13/02/2015 11:00,3,319,260.3,1017,72
13/02/2015 12:00,3,319,260.3,1017,72
13/02/2015 13:00,3,319,260.3,1017,72
13/02/2015 14:00,3,320,262.706,1019,65
13/02/2015 15:00,3,318,263.3682062,1019,64
13/02/2015 16:00,3,312,265.518,1018,62
13/02/2015 17:00,3,312,265.518,1018,62
13/02/2015 18:00,3,312,265.518,1018,62
13/02/2015 19:00,2,305,266.127,1017,68
13/02/2015 20:00,2,305,266.127,1017,68
13/02/2015 21:00,2,305,266.127,1017,68
13/02/2015 22:00,2,305,266.127,1017,68
13/02/2015 23:00,2,293,261.33,1018,66
14/02/2015 00:00,2,293,261.33,1018,66
14/02/2015 01:00,2,293,261.33,1018,66
14/02/2015 02:00,1,286,257.109,1019,75
14/02/2015 03:00,1,286,257.109,1019,75
14/02/2015 04:00,1,286,257.109,1019,75
14/02/2015 05:00,1,220,255.292,1018,76
14/02/2015 06:00,1,220,255.292,1018,76
14/02/2015 07:00,1,220,255.292,1018,76
14/02/2015 08:00,1,199,256.875,1016,76
14/02/2015 09:00,1,199,256.875,1016,76
14/02/2015 10:00,1,199,256.875,1016,76
14/02/2015 11:00,1,193,258.582,1014,82
14/02/2015 12:00,1,193,258.582,1014,82
14/02/2015 13:00,1,193,258.582,1014,82
14/02/2015 14:00,2,183,266.245,1010,75
14/02/2015 15:00,2,183,266.245,1010,75
14/02/2015 16:00,1,185,265.01,1011,78
14/02/2015 17:00,2,201,269.289,1005,84
14/02/2015 18:00,2,201,269.289,1005,84
14/02/2015 19:00,2,201,269.289,1005,84
14/02/2015 20:00,2,211,269.93,1001,86
14/02/2015 21:00,2,211,269.93,1001,86
14/02/2015 22:00,2,211,269.93,1001,86
14/02/2015 23:00,2,219,269.5604916,1005,90
15/02/2015 00:00,1,197,266.324,999,92
15/02/2015 01:00,1,197,266.324,999,92
15/02/2015 02:00,2,42,265.884,996,81
15/02/2015 03:00,2,42,265.884,996,81
15/02/2015 04:00,2,42,265.884,996,81
15/02/2015 05:00,5,311,266.202,997,88
15/02/2015 06:00,5,311,266.202,997,88
15/02/2015 07:00,5,311,266.202,997,88
15/02/2015 08:00,6,311,262.274,999,72
15/02/2015 09:00,6,311,262.274,999,72
15/02/2015 10:00,6,311,262.274,999,72
15/02/2015 11:00,5,318,262.533,1001,71
15/02/2015 12:00,5,318,262.533,1001,71
15/02/2015 13:00,5,318,262.533,1001,71
15/02/2015 14:00,7,328,264.716,1003,75
15/02/2015 15:00,7,328,264.716,1003,75
15/02/2015 16:00,6,328,264.057,1007,68
15/02/2015 17:00,7,326,264.6759838,1012,79
15/02/2015 18:00,6,325,264.835,1009,64
15/02/2015 19:00,6,322,264.8799072,1014,74
15/02/2015 20:00,7,319,264.9364536,1020,87
15/02/2015 21:00,7,320,263.6501415,1019,81
15/02/2015 22:00,7,316,264.1213333,1027,100
15/02/2015 23:00,7,315,263.2496667,1028,100
16/02/2015 00:00,6,314,261.2666605,1021,80
16/02/2015 01:00,6,314,260.6234208,1024,84
16/02/2015 02:00,5,313,258.573,1018,66
16/02/2015 03:00,5,313,258.759181,1021,73
16/02/2015 04:00,7,310,259.1763333,1032,100
16/02/2015 05:00,7,312,259.3036667,1033,100
16/02/2015 06:00,5,313,258.3848672,1023,78
16/02/2015 07:00,5,316,258.075,1018,69
16/02/2015 08:00,4,321,258.207,1019,68
16/02/2015 09:00,4,321,258.207,1019,68
16/02/2015 10:00,4,321,258.207,1019,68
16/02/2015 11:00,4,323,258.233,1021,60
16/02/2015 12:00,4,323,258.233,1021,60
16/02/2015 13:00,4,323,258.233,1021,60
16/02/2015 14:00,3,324,261.556,1022,65
16/02/2015 15:00,3,324,262.4565221,1021,63
16/02/2015 16:00,3,324,265.212,1021,58
16/02/2015 17:00,3,319,265.1203636,1025,71
16/02/2015 18:00,3,317,265.374,1020,62
16/02/2015 19:00,2,306,266.183,1018,63
16/02/2015 20:00,2,302,266.183,1022,73
16/02/2015 21:00,2,306,266.183,1018,63
16/02/2015 22:00,2,306,266.183,1018,63
16/02/2015 23:00,1,289,261.446,1018,65
17/02/2015 00:00,1,289,261.446,1018,65
17/02/2015 01:00,1,289,261.446,1018,65
17/02/2015 02:00,1,314,260.655,1018,70
17/02/2015 03:00,1,314,260.655,1018,70
17/02/2015 04:00,1,314,260.655,1018,70
17/02/2015 05:00,1,347,260.901,1017,68
17/02/2015 06:00,1,347,260.901,1017,68
17/02/2015 07:00,1,347,260.901,1017,68
17/02/2015 08:00,1,228,261.7576428,1022,80
17/02/2015 09:00,1,244,262.075722,1021,79
17/02/2015 10:00,2,44,263.494,1029,100
17/02/2015 11:00,2,50,263.867,1028,100
17/02/2015 12:00,2,35,264.122,1028,100
17/02/2015 13:00,2,48,264.5343333,1028,100
17/02/2015 14:00,2,40,264.8286667,1027,100
17/02/2015 15:00,2,33,265.2545,1027,100
17/02/2015 16:00,2,24,265.505,1026,100
17/02/2015 17:00,2,17,265.887,1026,100
17/02/2015 18:00,1,177,266.1008102,1018,91
17/02/2015 19:00,1,119,266.5330074,1020,94
17/02/2015 20:00,0,308,266.986,1011,84
17/02/2015 21:00,0,290,265.8787529,1011,83
17/02/2015 22:00,0,192,259.994,1013,80
17/02/2015 23:00,1,226,260.8569265,1017,86
18/02/2015 00:00,0,192,259.994,1013,80
18/02/2015 01:00,0,192,259.994,1013,80
18/02/2015 02:00,1,237,256.439,1012,69
18/02/2015 03:00,1,237,256.439,1012,69
18/02/2015 04:00,1,237,256.439,1012,69
18/02/2015 05:00,1,247,255.532,1012,63
18/02/2015 06:00,1,247,255.532,1012,63
18/02/2015 07:00,1,273,254.583,1012,69
18/02/2015 08:00,1,273,254.583,1012,69
18/02/2015 09:00,1,273,254.583,1012,69
18/02/2015 10:00,1,273,254.583,1012,69
18/02/2015 11:00,1,302,254.433,1012,58
18/02/2015 12:00,1,302,254.433,1012,58
18/02/2015 13:00,1,302,254.433,1012,58
18/02/2015 14:00,1,24,267.512,1011,69
18/02/2015 15:00,1,39,266.193,1010,76
18/02/2015 16:00,1,24,267.512,1011,69
18/02/2015 17:00,1,127,270.095,1008,79
18/02/2015 18:00,1,131,270.0634247,1008,78
18/02/2015 19:00,1,147,269.919,1006,77
18/02/2015 20:00,1,140,269.7840525,1010,83
18/02/2015 21:00,1,147,269.919,1006,77
18/02/2015 22:00,1,147,269.919,1006,77
18/02/2015 23:00,1,129,264.992,1005,88
19/02/2015 00:00,1,129,264.992,1005,88
19/02/2015 01:00,1,129,264.992,1005,88
19/02/2015 02:00,1,257,262.722,1005,81
19/02/2015 03:00,1,257,262.722,1005,81
19/02/2015 04:00,1,257,262.722,1005,81
19/02/2015 05:00,1,240,259.755,1003,74
19/02/2015 06:00,1,240,259.755,1003,74
19/02/2015 07:00,3,313,263.658,1003,86
19/02/2015 08:00,4,305,263.9207752,1008,90
19/02/2015 09:00,3,313,263.658,1003,86
19/02/2015 10:00,3,313,263.658,1003,86
19/02/2015 11:00,4,305,262.966,1005,74
19/02/2015 12:00,4,305,262.966,1005,74
19/02/2015 13:00,4,305,262.966,1005,74
19/02/2015 14:00,3,298,264.074,1008,73
19/02/2015 15:00,3,298,264.074,1008,73
19/02/2015 16:00,4,301,264.437,1008,61
19/02/2015 17:00,5,300,264.6697586,1012,73
19/02/2015 18:00,4,301,264.437,1008,61
19/02/2015 19:00,4,293,263.42,1009,66
19/02/2015 20:00,4,293,263.780513,1013,76
19/02/2015 21:00,4,293,263.42,1009,66
19/02/2015 22:00,4,293,263.42,1009,66
19/02/2015 23:00,4,294,263.1722757,1015,77
20/02/2015 00:00,4,298,260.776,1012,69
20/02/2015 01:00,4,298,260.776,1012,69
20/02/2015 02:00,3,301,258.687,1014,57
20/02/2015 03:00,3,301,258.687,1014,57
20/02/2015 04:00,3,301,258.687,1014,57
20/02/2015 05:00,3,297,257.276,1015,64
20/02/2015 06:00,3,297,257.276,1015,64
20/02/2015 07:00,3,297,257.276,1015,64
20/02/2015 08:00,3,296,256.392,1016,69
20/02/2015 09:00,3,296,256.392,1016,69
20/02/2015 10:00,3,296,256.392,1016,69
20/02/2015 11:00,3,298,255.773,1019,63
20/02/2015 12:00,3,298,255.773,1019,63
20/02/2015 13:00,3,298,255.773,1019,63
20/02/2015 14:00,4,301,259.171,1022,71
20/02/2015 15:00,4,302,258.923,1021,64
20/02/2015 16:00,4,301,259.171,1022,71
20/02/2015 17:00,3,300,262.787,1023,65
20/02/2015 18:00,3,299,262.9342664,1023,65
20/02/2015 19:00,4,295,263.2279368,1032,83
20/02/2015 20:00,3,294,263.861,1025,65
20/02/2015 21:00,3,294,263.861,1025,65
